uid,name,type,manufacturer,bpr,pr,max_thrust,fuel_c3,fuel_c2,fuel_c1,cruise_thrust,cruise_sfc,curise_mach,curise_alt
1KK003,NK-86,MTF,KKBM,1.33,13.4,127530,5.123603734738864,-6.008748042466613,3.2860605904002567,,,,
1KK004,NK-86A,MTF,KKBM,1.13,13.2,130470,1.043782844916542,-1.4220656660112292,2.436778677604808,,,,
1KK005,NK-86MA,MTF,KKBM,1.13,13.2,130470,1.043782844916542,-1.4220656660112292,2.436778677604808,,,,
11PJ001,SaM146-1S17,MTF,PowerJet S.A.,4.44,21.85,69210,0.4605756804378613,-0.6182664561814563,0.952659743426271,,,,
11PJ002,SaM146-1S18,MTF,PowerJet S.A.,4.38,22.8,72670,0.486158116002662,-0.628845352432249,0.9877265759153049,,,,
1PW035,JT15D-1,TF,Pratt & Whitney (Canada),3.3,9.76,9790,0.14245292621053535,-0.23096860018324986,0.23740840385925477,,,,
1PW036,JT15D-4,TF,Pratt & Whitney (Canada),2.68,10.1,11120,0.15409830790776208,-0.2548052455311886,0.2713993467751678,,,,
1PW037,"JT15D-5, -5A, -5B",TF,Pratt & Whitney (Canada),2.1,12.3,12900,0.14707885212555538,-0.2318401487156611,0.29139175911074944,,,,
1PW038,JT15D-5C,TF,Pratt & Whitney (Canada),2.1,13.3,14190,0.13310822160549327,-0.20478707296660126,0.2877850277084474,,,,
1PW001,JT3D-3B,TF,Pratt & Whitney,1.4,13.6,80060,1.1505149520460047,-1.529777323035254,1.55722063399892,,,,
1PW003,JT3D-7,TF,Pratt & Whitney,1.4,13.4,84520,0.7686566763263021,-1.1021737655544233,1.5901277245135412,,,,
1PW008,JT8D-11,MTF,Pratt & Whitney,1.0,17.17,66720,0.9196121719777223,-1.2756673050958875,1.482753190383031,4750.0,0.0228,0.8,30000.0
1PW010,JT8D-15,MTF,Pratt & Whitney,1.03,16.81,68940,1.064891765634432,-1.412055213294755,1.5307963753602765,4920.0,0.0229,0.8,30000.0
1PW011,JT8D-15A,MTF,Pratt & Whitney,1.08,16.45,68940,0.9193711411958014,-1.176848844353846,1.3780021544180037,4920.0,0.0229,0.8,30000.0
1PW013,JT8D-17,MTF,Pratt & Whitney,1.02,17.01,71170,1.0600390789340521,-1.3707187564527519,1.5609998372806846,5140.0,0.0231,0.8,30000.0
1PW014,JT8D-17A,MTF,Pratt & Whitney,1.05,16.87,71170,1.0519779000188114,-1.3481384479568528,1.4743204051015482,5140.0,0.0219,0.8,30000.0
