icao,lat,lon,alt,country,name,location
FYNG,-19.3314,15.9072,3775,NA,Ongava Lodge,Outjo
FYNL,-17.981,23.3048,3181,NA,Namushasha Lodge,Katima Mulilo
FYNN,-23.9921,15.9288,3500,NA,Namib Naukluft Lodge,Rehoboth
FYNP,-17.763,18.4477,3700,NA,Nepara,Nkurenkuru
FYNR,-24.4568,16.2224,4000,NA,Neuras,Maltahohe
FYNS,-26.8933,18.6,3041,NA,Narubis,Keetmanshoop
FYNT,-26.041,16.2226,4590,NA,Namtib Desert Lodge,Bethanie
FYNU,-19.5655,15.7284,4020,NA,Naua Naua,Outjo
FYOA,-17.88381,15.93976,3599,NA,Ondangwa,Ondangwa
FYOB,-21.2167,16.2947,4200,NA,Otjonjise,Omaruru
FYOD,-22.1689,16.2955,2210,NA,Okomitundu,Otjimbingwe
FYOE,-18.0,22.2931,3400,BW,Omega,Shakawe
FYOF,-21.5978,17.8636,5345,NA,Okatjuru,Okahandja
FYOG,-28.59194,16.44667,14,NA,Oranjemund,Oranjemund
FYOH,-17.8839,15.0666,3600,NA,Okahao,Ongandjera
FYOJ,-20.06816,16.12011,4343,NA,Outjo,Outjo
FYOK,-20.6025,17.4619,4400,NA,Okakarara,Okakarara
FYOM,-21.4175,15.9259,3983,NA,Omaruru,Omaruru
FYON,-22.002,16.8807,4900,NA,Okahandja,Okahandja
FYOR,-21.7556,16.4899,4930,NA,Oropoko,Okahandja
FYOS,-17.7841,15.6922,3600,NA,Oshakati,Oshakati
FYOT,-23.9667,19.7,4000,NA,Ootmoed,Aranos
FYOV,-19.6318,17.3123,4658,NA,Otavi,Otavi
FYOZ,-20.6333,17.0599,4900,NA,Okozongomingo,Okakarara
FYPA,-22.2986,17.0633,4700,NA,Okapuka,Windhoek
FYPO,-23.6348,17.7315,4265,NA,Pokweni,Hoachanas
FYPR,-21.6108,17.7049,5291,NA,Okaperuperu,Okahandja
FYPU,-18.7596,12.9457,886,NA,Purros,Opuwo
FYPW,-19.8757,13.9378,3200,NA,Palmwag,Khorixas
FYRC,-17.42063,14.37186,3765,NA,Ruacana,Outapi
FYRF,-19.7631,17.8559,4955,NA,Rietfontein Guest Farm,Grootfontein
FYRH,-23.2946,17.0117,4950,NA,Oanob Resort,Rehoboth
FYRO,-20.6143,17.1839,4714,NA,Otjikaru,Okakarara
FYRP,-27.96074,16.74922,1274,NA,Rosh Pinah,Oranjemund
FYRR,-20.54,14.4293,2100,NA,Rag Rock,Khorixas
FYRS,-23.2866,16.101,3832,NA,Rooisand,Otjimbingwe
FYRU,-17.96115,19.70442,3627,NA,Rundu,Rundu
FYRW,-24.9617,16.0048,3168,NA,Keerweder,Maltahohe
FYRZ,-23.541,15.8348,2800,NA,Rostock Ritz,Otjimbingwe
FYSC,-25.7208,16.3743,4000,NA,Sinclair Guest Farm,Maltahohe
FYSE,-24.5092,19.8701,3600,NA,Soetgras,Aranos
FYSF,-19.106,13.6442,1800,NA,Sesfontein,Opuwo
FYSG,-18.0,21.3616,3400,NA,Shadikangoro,Bagani
FYSI,-17.9805,20.5289,3455,NA,Shitemo,Rundu
FYSL,-24.8091,15.8838,2854,NA,Sossusvlei Mountain Lodge,Maltahohe
FYSN,-22.1096,16.97,4900,NA,Osona,Okahandja
FYSO,-23.8827,16.0128,3800,NA,Solitaire,Rehoboth
FYSP,-24.3333,18.4333,4000,NA,Stampriet,Mariental
FYSR,-18.7677,12.3814,500,NA,Sarusas (Mine),Opuwo
FYSS,-24.5042,15.7596,2500,NA,Sesriem (Canyon),Maltahohe
FYST,-23.9967,18.5479,4000,NA,Strate,Hoachanas
FYSU,-24.486,15.8107,2500,NA,Sossusvlei Lodge,Maltahohe
FYSV,-24.6293,15.9321,2800,NA,Sossusvlei Wilderness,Maltahohe
FYSW,-23.5,16.0499,3100,NA,Swartkrans,Rehoboth
FYTB,-22.3925,15.7943,3100,NA,Tsaobis Leopard Nature Park,Otjimbingwe
FYTE,-19.9648,13.0212,23,NA,Terrace Bay,Khorixas
FYTF,-20.5429,14.3517,1800,NA,Twyfelfontein,Khorixas
FYTJ,-20.8962,15.5485,2800,NA,Otjohorongo,Omaruru
FYTL,-21.843,20.7246,4100,BW,Talismanis,Ghanzi
FYTM,-19.25981,17.7256,4353,NA,Tsumeb,Tsumeb
FYTN,-21.1622,18.75,4800,NA,Otjinene,Gobabis
FYTO,-20.22,13.1994,100,NA,Torra Bay,Khorixas
FYTR,-25.4563,19.4383,3500,NA,Twee River,Aranos
FYTS,-17.7519,14.8816,3628,NA,Tsandi,Ongandjera
FYTT,-25.2479,10.0592,3400,NA,Namibrand (Tok Tokkie),Walvis Bay
FYTW,-20.7633,16.7997,4700,NA,Otjiwa Game Ranch,Otjiwarongo
FYTZ,-21.9298,17.1288,4230,NA,Otjisazu,Okahandja
FYUE,-17.75,15.8333,3600,NA,Ongwediva,Ongwediva
FYUK,-21.9884,15.6025,2954,NA,Usakos,Usakos
FYUS,-21.2265,14.8637,2700,NA,Uis,Khorixas
FYVA,-21.1667,16.9166,4500,NA,Havanna,Otjiwarongo
FYVK,-26.9678,17.5153,2854,NA,Vogelstrausskluft,Bethanie
FYWB,-22.98293,14.63547,299,NA,Walvis Bay,Walvis Bay
FYWD,-25.1087,15.9904,3400,NA,Wolwedans,Maltahohe
FYWE,-22.61523,17.08067,5575,NA,Eros,Windhoek
FYWH,-22.48976,17.44954,5640,NA,Windhoek Hosea Kutako Intl,Windhoek
FYWI,-22.7052,18.4796,4688,NA,Witvlei,Gobabis
FYWK,-22.4313,14.4667,20,NA,Wlotskas Baken,Swakopmund
FYWL,-20.337,17.5262,4547,NA,Wabi Lodge,Okakarara
FYWM,-28.45,18.7134,2500,NA,Warmbad,Warmbad
FYZR,-24.523,16.293,4480,NA,Zebra River Lodge,Maltahohe
FZAA,-4.39717,15.42672,1027,CD,Ndjili Intl,Masina
FZAB,-4.32918,15.32017,915,CD,Ndolo,Kinshasa
FZAG,-5.93676,12.34865,89,AO,Muanda,Soio
FZAI,-5.92639,12.43842,394,AO,Kitona Base,Soio
FZBO,-3.30959,17.37572,1053,CD,Bandundu,Bandundu
FZCA,-5.04069,18.78051,1572,CD,Kikwit,Kikwit
FZEA,0.03247,18.28756,1040,CD,Mbandaka,Mbandaka
FZFD,4.2489,20.96151,1509,CD,Gbadolite,Gbadolite
FZFK,3.23731,19.76248,1378,CD,Gemena,Gemena
FZFP,4.15182,21.66058,1801,CF,Kotakoli,Mobaye
FZGA,2.16404,21.48958,1509,CD,Lisala,Lisala
FZIA,0.51868,25.14516,1289,CD,Kisangani Simisini,Kisangani
FZIC,0.49067,25.32508,1417,CD,Bangoka Intl,Kisangani
FZJH,2.83488,27.57959,2438,CD,Matari,Isiro
FZKA,1.56665,30.21238,4045,CD,Bunia,Bunia
FZKJ,2.81557,24.78474,1378,CD,Buta Zega,Buta
FZMA,-2.30033,28.80637,5643,CD,Bukavu Kavumu,Bukavu
FZNA,-1.66184,29.23757,5089,CD,Goma,Goma
FZNI,-0.7239,29.69621,3248,UG,Ishasha,Ntungamo
FZOA,-2.90924,25.91466,1630,CD,Kindu,Kindu
FZQA,-11.59711,27.51728,4295,CD,Lubumbashi Intl,Lubumbashi
FZQM,-10.7644,25.49786,5007,CD,Kolwezi,Kolwezi
FZRF,-5.87974,29.24264,2569,CD,Kalemie,Kalemie
FZSA,-8.63347,25.25632,3543,CD,Kamina Base,Kamina
FZUA,-5.89704,22.45971,2139,CD,Kananga,Kananga
FZWA,-6.11271,23.56613,2221,CD,Mbuji Mayi,Mbuji-Mayi
GABS,12.52683,-7.96035,1246,ML,Bamako Senou,Bamako
GAGO,16.24321,-0.01582,870,ML,Gao,Gao
GAKY,14.4801,-11.41175,164,ML,Kayes Dag Dag,Kayes
GAMB,14.50497,-4.08823,906,ML,Ambodedjo,Mopti
GASO,11.59562,-5.80664,1301,ML,Dignangan,Sikasso
GATB,16.72688,-3.01675,863,ML,Tombouctou,Timbuktu
GATS,20.23509,0.96875,1621,ML,Tessalit,Tessalit
GBYD,13.34855,-16.66481,95,GM,Banjul Intl,Abuko
GCFV,28.44189,-13.86412,85,ES,Fuerteventura,Puerto del Rosario
GCGM,28.02859,-17.22214,715,ES,La Gomera,Alajero
GCHI,27.81985,-17.88997,337,ES,Hierro,Valverde
GCLA,28.61656,-17.75542,107,ES,La Palma,Mazo
GCLB,27.78106,-15.51118,0,ES,El Berriel,Playa del Ingles
GCLP,27.91887,-15.39234,77,ES,Gran Canaria,Ingenio
GCRR,28.93582,-13.61082,0,ES,Lanzarote,Tias
GCTS,28.0392,-16.58764,209,ES,Tenerife Sur,San Isidro
GCXO,28.48806,-16.35782,2076,ES,Tenerife Norte - Los Rodeos,La Laguna
GEML,35.28586,-2.96118,156,ES,Melilla,Melilla
GFLL,8.62069,-13.2094,84,SL,Freetown Lungi,Tintafor
GGCF,11.28242,-15.18717,65,GW,Cufar,Catio
GGOV,11.87683,-15.65437,129,GW,Bissau Oswaldo Vieira Intl,Bissau
GLMR,6.28254,-10.76394,25,LR,Monrovia Spriggs Payne,Monrovia
GLRB,6.22083,-10.37013,31,LR,Monrovia Roberts Intl,Kakata
GMAA,30.3831,-9.56137,89,MA,Inezgane,Dakhla
GMAD,30.32302,-9.4282,250,MA,Agadir Al Massira,Inezgane
GMAT,28.44022,-11.16612,653,MA,Plage Blanche,Tan-Tan
GMFF,33.92739,-4.99521,1900,MA,Saiss,Oulad Tayeb
GMFI,33.49674,-5.15779,5459,MA,Ifrane,Ifrane
GMFK,31.95658,-4.41493,3428,MA,Moulay Ali Cherif,Errachidia
GMFM,33.87224,-5.52543,1890,MA,Bassatine,Meknes
GMFO,34.77993,-1.93784,1535,MA,Angads,Oujda
GMMA,26.74365,-11.69187,350,EH,Smara,Smara
GMMB,33.66624,-7.2318,627,MA,Ben Slimane,Bouznika
GMME,34.03799,-6.76139,276,MA,Sale,Sale
GMMH,23.70579,-15.93769,36,EH,Dakhla,Dakhla
GMMI,31.40586,-9.68603,384,MA,Mogador Intl,Essaouira
GMML,27.13021,-13.23539,207,EH,Hassan I,Laayoune / El Aaiun
GMMN,33.38404,-7.59352,656,MA,Casablanca Mohammed V Intl,Nouaseur
GMMW,34.98597,-3.04427,574,MA,El Aroui,Tiztoutine
GMMX,31.60837,-8.05254,1545,MA,Menara,Marrakesh
GMMY,34.29645,-6.61196,16,MA,Kenitra,Kenitra
GMMZ,30.94516,-6.92344,3782,MA,Ouarzazate,Ouarzazat
GMSL,34.22504,-6.06764,179,MA,Sidi Slimane,Sidi Slimane
GMTA,35.18849,-3.84132,95,MA,Cherif El Idrissi,Imzourene
GMTN,35.58829,-5.33036,10,MA,Saniat Rmel,Tetouan
GMTT,35.73327,-5.94031,62,MA,Ibn Batouta,Boukhalef
GODK,12.8925,-14.97133,33,SN,Kolda North,Kolda
GOGG,12.55536,-16.28889,75,SN,Ziguinchor,Ziguinchor
GOGS,12.39819,-16.75081,52,SN,Cap Skiring,Oussouye
GOOK,14.14231,-16.05703,26,SN,Kaolack,Guinguineo
GOOY,14.75711,-17.48094,85,SN,Dakar Leopold Sedar Senghor Intl,Mermoz Boabab
GOSS,16.05927,-16.46432,9,SN,Saint Louis,Saint-Louis
GOTB,14.84328,-12.47529,98,SN,Bakel,Diawara
GOTK,12.5742,-12.22839,584,SN,Kedougou,Kedougou
GOTT,13.73094,-13.66013,161,SN,Tambacounda,Tambacounda
GQNA,16.70519,-9.6419,951,MR,Aioun El Atrouss,'Ayoun el 'Atrous
GQND,18.56686,-11.43027,1316,MR,Tidjikja,Tidjikja
GQNF,16.58657,-11.41275,423,MR,Kiffa,Kiffa
GQNI,16.62107,-7.32639,758,MR,Nema,Nema
GQNK,16.15382,-13.5177,75,MR,Kaedi,Kaedi
GQNN,18.08706,-15.9568,7,MR,Nouakchott,Nouakchott
GQNS,15.17568,-12.21346,262,MR,Selibady,Selibabi
GQPA,20.49504,-13.05032,758,MR,Atar,Atar
GQPP,20.92232,-17.03282,16,MR,Nouadhibou,Nouadhibou
GQPT,25.22634,-11.58832,1194,MA,Bir Moghrein,Gueltat Zemmour
GROM,60.70898,30.12915,230,RU,Gromovo (Sakkola),Sapernoye
GUCY,9.56721,-13.62329,72,GN,Conakry,Conakry
GUFA,10.34565,-13.57476,499,GN,Fria,Fria
GUFH,10.03415,-10.78056,1476,GN,Faranah,Faranah
GULB,11.32034,-12.29395,3396,GN,Labe,Labe
GVAC,16.72133,-22.94883,177,CV,Sal Amilcar Cabral Intl,Espargos
GVBA,16.13124,-22.89053,69,CV,Rabil,Vila de Sal Rei
GVMA,15.15053,-23.21386,36,CV,Maio,Vila do Maio
GVNP,14.93189,-23.4885,230,CV,Praia International,Praia
GVSN,16.58195,-24.28371,669,CV,Preguica,Vila da Ribeira Brava
GVSV,16.82842,-25.06214,66,CV,Sao Pedro,Mindelo
HAAB,8.97226,38.78351,7656,ET,Bole Intl,Addis Ababa
HAAL,9.0064,38.72146,7749,ET,Lideta,Addis Ababa
HAAM,6.02869,37.58369,3895,ET,Arba Minch,Arba Minch'
HAAX,14.15695,38.76927,6915,ET,Axum,Aksum
HABD,11.59858,37.31197,5976,ET,Bahir Dar,Bahir Dar
HADR,9.63576,41.84845,3829,ET,Dire Dawa Intl,Dire Dawa
HAGM,8.14002,34.56324,1771,ET,Gambella,Gambela
HAGN,12.5322,37.43176,6541,ET,Gondar,Gondar
HAGO,5.92652,43.57169,834,SO,Gode,Yeed
HAJM,7.67123,36.8092,5587,ET,Jimma,Jima
HALL,11.97619,38.96886,6423,ET,Lalibella,Lalibela
HAMK,13.47341,39.51798,7406,ET,Makale,Mekele
HASO,10.02224,34.57819,5120,ET,Asosa,Asosa
HBBA,-3.30799,29.31601,2582,BI,Bujumbura Intl,Bujumbura
HCMH,9.51185,44.07952,4423,SO,Egal Intl,Hargeysa
HCMI,10.37638,44.92729,30,SO,Berbera,Berbera
HCMK,-0.38958,42.44786,49,SO,Kisimayu,Kismayo
HDAM,11.54753,43.14511,49,DJ,Djibouti Ambouli,Djibouti
HEAL,30.93475,28.44756,143,EG,Al Alamain Intl,Al `Alamayn
HEAR,31.08576,33.82968,121,EG,El Arish Intl,Arish
HEAT,27.05523,31.0003,772,EG,Asyut Intl,Asyut
HEAX,31.17466,29.93813,-6,EG,Alexandria Intl,Alexandria
HEAZ,30.10194,31.36004,300,EG,Almaza Afb,Al Khankah
HEBA,30.93037,29.68509,177,EG,Borg El Arab Intl,Alexandria
HEBL,22.38768,31.60443,616,EG,Abu Simbel,Abu Sunbul
HEBS,29.182,31.01628,108,EG,Beni Suef,Bush
HECA,30.09969,31.39823,382,EG,Cairo Intl,Al Khankah
HECW,30.13218,30.91073,550,EG,Cairo West,Ashmun
HEDK,25.42124,28.99669,613,EG,Dakhla,Al Kharijah
HEEM,30.0718,31.1826,59,EG,Embaba,Cairo
HEGN,27.19576,33.79425,52,EG,Hurghada Intl,Hurghada
HEGO,27.37381,33.66581,56,EG,El Gona,El Gouna
HEGR,31.07048,34.13714,324,EG,El Gora,Ash Shaykh Zuwayd
HEKG,25.48943,30.59066,192,EG,El Kharga,Al Kharijah
HELX,25.65858,32.70067,294,EG,Luxor Intl,Luxor
HEMA,25.56882,34.57619,251,EG,Marsa Alam Intl,Marsa Alam
HEMM,31.32202,27.21489,94,EG,Mersa Matruh,Mersa Matruh
HEOC,29.80321,30.82157,807,EG,October,Madinat Sittah Uktubar
HEOW,22.57004,28.71413,859,EG,Shark El Oweinat Intl,Abu Sunbul
HEPS,31.28228,32.22819,8,EG,Port Said,Port Said
HESC,28.6946,34.06104,4368,EG,St Catherine Intl,Saint Catherine
HESH,27.9685,34.38263,143,EG,Sharm El Sheikh Intl,Sharm el-Sheikh
HESN,23.97952,32.81732,662,EG,Aswan Intl,Aswan
HETB,29.57543,34.76316,2415,IL,Taba Intl,Eilat
HETR,28.2123,33.63069,115,EG,El Tor,Tor
HHAS,15.2836,38.89403,7660,ER,Asmara_Intl,Asmara
HHMS,15.66593,39.35427,194,ER,Massawa Intl,Massawa
HHSB,13.07977,42.631,46,ER,Assab Intl,Assab
HKEL,0.40091,35.22129,6941,KE,Eldoret Intl,Eldoret
HKJK,-1.32774,36.91612,5330,KE,Nairobi Jomo Kanyatta Intl,Pumwani
HKKG,0.27046,34.7827,5020,KE,Kakamega,Kakamega
HKKI,-0.09041,34.72105,3796,KE,Kisumu,Kisumu
HKKT,0.96691,34.95436,6070,KE,Kitale,Kitale
HKLK,4.20435,34.33969,2074,UG,Lokichogio,Kaabong
HKLO,3.12139,35.60421,1715,KE,Lodwar,Lodwar
HKLU,-2.24634,40.91002,20,KE,Lamu Manda,Lamu
HKMO,-4.03952,39.59167,200,KE,Mombasa Moi Intl,Mombasa
HKNV,-0.78303,36.4341,6380,KE,Naivasha,Naivasha
HKNW,-1.31888,36.81191,5546,KE,Nairobi Wilson,Nairobi
HKRE,-1.2832,36.85308,5380,KE,Eastleigh,Pumwani
HKWJ,1.74374,40.08461,770,KE,Wajir,Wajir
HLFL,28.80474,22.0781,161,LY,Bu Attifel,Gialo
HLGD,31.06775,16.58983,267,LY,Sirte,Qasr Abu Hadi
HLGL,28.6393,21.43783,325,LY,Warehouse 59E,Gialo
HLGT,25.15158,10.14167,2296,LY,Ghat,Ghat
HLKF,24.16318,23.30817,1367,LY,Kufra,Al Jawf
HLLB,32.11158,20.26149,433,LY,Benina,Benghazi
HLLM,32.89522,13.2695,36,LY,Mitiga,Tagiura
HLLQ,32.79448,21.93411,2157,LY,El Beida,Al Bayda'
HLLS,27.00447,14.45138,1427,LY,Sebha,Sabha
HLLT,32.66309,13.12876,263,LY,Tripoli Intl,Al 'Aziziyah
HLMB,30.38647,19.57006,50,LY,Marsa Brega,Al Burayqah
HLNF,30.5119,18.52731,42,LY,Ras Lanuf Oil,Al Burayqah
HLON,29.11545,15.95868,919,LY,Hon,Hun
HLRA,29.47832,17.92634,1050,LY,Dahra,Maradah
HLTD,30.13858,9.68733,1122,LY,Ghadames East,Ghadamis
HLZA,28.59447,17.28419,1085,LY,Zella 74,Waddan
HLZW,32.94817,12.00715,0,LY,Zwara,Zuwarah
HRYG,-1.68173,29.2581,5082,RW,Gisenyi,Gisenyi
HRYR,-1.9659,30.12394,4859,RW,Kigali Intl,Kigali
HRZA,-2.46875,28.906,5192,RW,Kamembe,Cyangugu
HSDN,19.16736,30.42877,773,SD,Dongola,Dongola
HSDZ,11.79702,34.33474,1582,SD,Damazin,Ad-Damazin
HSFS,13.60674,25.31396,2393,SD,El Fashir,El Fasher
HSKA,15.37542,36.3238,1671,SD,Kassala,Kassala
HSLI,11.13273,29.69074,1848,SD,Kadugli,Kadugli
HSNN,12.04324,24.94701,2106,SD,Nyala,Nyala
HSOB,13.13979,30.23075,1927,SD,El Obeid,El Obeid
HSPN,19.44464,37.23149,135,SD,Port Sudan,Port Sudan
HSSJ,4.87902,31.59285,1513,SS,Juba,Juba
HSSM,9.5525,31.64589,1291,SS,Malakal,Malakal
HSSS,15.60296,32.55303,1265,SD,Khartoum,Khartoum
HTAR,-3.36689,36.61822,4550,TZ,Arusha,Arusha
HTDA,-6.88286,39.19779,182,TZ,Mwalimu Julius K Nyerere Intl,Dar es Salaam
HTDO,-6.1702,35.74374,3637,TZ,Dodoma,Dodoma
HTIR,-7.67592,35.75039,4678,TZ,Iringa,Iringa
HTKJ,-3.43016,37.05829,2932,TZ,Kilimanjaro Intl,Merelani
HTLM,-3.37364,35.81344,4150,TZ,Lake Manyara,Mto wa Mbu
HTMT,-10.34924,40.18108,371,TZ,Mtwara,Mtwara
HTMW,-2.43823,32.92012,3763,TZ,Mwanza,Mwanza
HTPE,-5.26365,39.80881,80,TZ,Pemba,Chake Chake
HTTG,-5.09507,39.06614,129,TZ,Tanga,Tanga
HTZA,-6.21098,39.22377,54,TZ,Zanzibar,Zanzibar
HUAJ,3.33938,31.75963,2611,UG,Adjumani,Adjumani
HUAR,3.04162,30.91266,0,UG,Arua,Arua
HUEN,0.0556,32.43593,3782,UG,Entebbe Intl,Entebbe
HUGU,2.81897,32.26711,3510,UG,Gulu,Gulu
HUJI,0.45754,33.18775,3871,UG,Jinja,Jinja
HUKF,2.32273,31.49037,2365,UG,Kabalega Falls,Bulisa
HUKI,-1.28907,29.72049,6200,UG,Kisoro,Kisoro
HUKJ,0.20065,32.54976,0,UG,Kajjansi,Kajansi
HUKK,0.50073,33.28277,3937,UG,Kakira,Bugembe
HUKO,3.7165,33.74281,4068,UG,Kodito,Kaabong
HUKS,0.19107,30.10299,3146,UG,Kasese,Kasese
HULI,2.24837,32.90558,3579,UG,Lira,Lira
HUMA,-0.55719,30.60681,4599,UG,Mbarara,Bwizibwera
HUMI,1.74788,31.73585,0,UG,Masindi,Masindi
HUMO,2.50946,34.58889,4133,UG,Moroto,Moroto
HUMW,-0.19654,29.88866,3215,UG,Mweya,Rubirizi
HUPA,2.19822,31.54882,2395,UG,Pakuba,Bulisa
HUSO,1.72232,33.61644,3641,UG,Soroti,Soroti
HUTO,0.67516,34.16828,3838,UG,Tororo,Tororo
KAAA,40.15331,-89.33996,597,US,Logan Co,Lincoln
KAAF,29.73291,-85.03489,20,US,Apalachicola Muni,Apalachicola
KAAO,37.75589,-97.21986,1421,US,Colonel James Jabara,Bellaire
KAAP,29.7288,-95.5893,80,US,Andrau Airpark,Bunker Hill Village
KAAS,37.35384,-85.31601,921,US,Taylor Co,Campbellsville
KAAT,41.48782,-120.56982,4374,US,Alturas Muni,Alturas
KABE,40.64698,-75.45063,394,US,Lehigh Valley Intl,Catasauqua
KABI,32.42808,-99.68492,1791,US,Abilene Rgnl,Abilene
KABQ,35.04435,-106.62159,5355,US,Albuquerque International Sunport,Albuquerque
KABR,45.45524,-98.42804,1302,US,Aberdeen Rgnl,Aberdeen
KABY,31.52959,-84.19971,197,US,Southwest Georgia Rgnl,Albany
KACB,44.98203,-85.20125,623,US,Antrim Co,Bellaire
KACJ,32.10438,-84.19551,471,US,Souther Fld,Americus
KACK,41.24694,-70.07252,48,US,Nantucket Mem,Nantucket
KACP,30.75737,-92.68843,107,US,Allen Parish,Oakdale
KACQ,44.07766,-93.55576,1126,US,Waseca Muni,Waseca
KACT,31.60353,-97.22996,516,US,Waco Rgnl,Gholson
KACV,40.98566,-124.11337,221,US,Arcata,McKinleyville
KACY,39.46426,-74.59101,75,US,Atlantic City Intl,Pomona
KACZ,34.71741,-78.01026,39,US,Henderson Fld,Wallace
KADC,46.45552,-95.21327,1369,US,Wadena Muni,Wadena
KADG,41.86161,-84.08473,798,US,Lenawee Co,Adrian
KADH,34.81327,-96.67198,1016,US,Ada Muni,Ada
KADM,34.30603,-97.02322,762,US,Ardmore Muni,Dickson
KADS,32.97784,-96.84051,644,US,Addison,Addison
KADT,39.84825,-101.04433,2991,US,Atwood Rawlins Co City Co,Atwood
KADU,41.70542,-94.9238,1287,US,Audubon Co,Audubon
KADW,38.79774,-76.86357,280,US,Andrews Afb,Andrews AFB
KAEG,35.13875,-106.80918,5837,US,Albuquerque Double Eagle Ii,Paradise Hills
KAEJ,38.825,-106.12516,7946,US,Central Colorado Rgnl,Buena Vista
KAEL,43.68739,-93.36886,1259,US,Albert Lea Muni,Albert Lea
KAEX,31.33788,-92.55923,89,US,Alexandria Intl,Alexandria
KAFF,38.97778,-104.82611,6572,US,Usaf Academy Afld,Air Force Academy
KAFJ,40.13589,-80.2991,1184,US,Washington Co,Wolfdale
KAFK,40.61232,-95.86961,1162,US,Nebraska City Muni,Nebraska City
KAFN,42.80861,-72.00596,1040,US,Jaffrey Airport Silver Ranch,Jaffrey
KAFO,42.7184,-110.94212,6221,US,Afton Muni,Afton
KAFP,35.02746,-80.08106,300,US,Anson Co,Wadesboro
KAFW,33.00164,-97.32075,722,US,Fort Worth Alliance,Haslet
KAGC,40.35428,-79.9411,1252,US,Allegheny Co,Pleasant Hills
KAGO,33.23435,-93.21674,317,US,Magnolia Muni,Magnolia
KAGR,27.64086,-81.35146,68,US,Macdill Afb Aux Fld,Avon Park
KAGS,33.38239,-81.97088,144,US,Augusta Rgnl At Bush Fld,Augusta
KAGZ,43.06361,-98.30361,1475,US,Wagner Muni,Wagner
KAHC,40.26769,-120.16532,3934,US,Amedee Aaf,Janesville
KAHH,45.28663,-92.37561,1088,US,Amery Muni,Amery
KAHN,33.94891,-83.33821,808,US,Athens Ben Epps,Athens
KAHQ,41.23668,-96.59675,1224,US,Wahoo Muni,Wahoo
KAIA,42.06001,-102.81858,3931,US,Alliance Muni,Alliance
KAIB,38.23551,-108.57065,5940,US,Hopkins Fld,Dove Creek
KAID,40.11194,-85.62294,919,US,Anderson Muni Darlington Fld,Chesterfield
KAIG,45.15961,-89.11052,1521,US,Langlade Co,Antigo
KAIK,33.64607,-81.69578,528,US,Aiken Muni,Aiken
KAIO,41.411,-95.05281,1182,US,Atlantic Muni,Atlantic
KAIT,46.55601,-93.67646,1205,US,Aitkin Muni Steve Kurtz Fld,Aitkin
KAIV,33.10322,-88.20493,150,US,George Downer,Aliceville
KAIZ,38.08892,-92.55628,869,US,Lee C Fine Mem,Osage Beach
KAJG,38.61089,-87.73389,429,US,Mt Carmel Muni,Bridgeport
KAJO,33.89759,-117.60769,533,US,Corona Muni,Corona
KAJR,34.49581,-83.56437,1447,US,Habersham Co,Baldwin
KAJZ,38.78068,-108.07016,5193,US,Blake Fld,Delta
KAKH,35.19807,-81.15287,797,US,Gastonia Muni,South Gastonia
KAKO,40.18034,-103.23295,4714,US,Colorado Plains Regional,Akron
KAKQ,36.98152,-77.00326,113,US,Wakefield Muni,Waverly
KAKR,41.03334,-81.47782,1067,US,Akron Fulton Intl,Sawyerwood
KALB,42.73756,-73.80425,285,US,Albany Intl,Colonie
KALI,27.74532,-98.03389,178,US,Alice Intl,Alice
KALM,32.8332,-105.99873,4200,US,Alamogordo White Sands Rgnl,Boles Acres
KALN,38.89524,-90.05497,544,US,St Louis Rgnl,Bethalto
KALO,42.56604,-92.41196,873,US,Waterloo Rgnl,Cedar Falls
KALS,37.42518,-105.87561,7539,US,San Luis Valley Rgnl Bergman Fld,Alamosa
KALW,46.08532,-118.29168,1205,US,Walla Walla Rgnl,Walla Walla East
KALX,32.92219,-85.96334,686,US,Thomas C Russell Fld,Alexander City
KAMA,35.20512,-101.7327,3607,US,Rick Husband Amarillo Intl,Amarillo
KAMG,31.54206,-82.51046,200,US,Bacon Co,Alma
KAMN,43.32302,-84.69602,754,US,Gratiot Community,Alma
KAMT,38.84783,-83.57094,896,US,Alexander Salamon,West Union
KAMW,41.9827,-93.62476,955,US,Ames Muni,Ames
KANB,33.58179,-85.86672,612,US,Anniston Metropolitan,Oxford
KAND,34.48859,-82.71591,782,US,Anderson Rgnl,Centerville
KANE,45.15169,-93.2099,912,US,Anoka Co Blaine (Janes Field),Blaine
KANJ,46.48436,-84.37564,716,US,Sault Ste Marie Muni Sanderson Fld,Sault Ste. Marie
KANK,38.53494,-106.06074,7523,US,Harriet Alexander Fld,Salida
KANP,38.94391,-76.57259,34,US,Annapolis Lee,Riva
KANQ,41.63546,-85.08955,995,US,Tri State Steuben Co,Angola
KANW,42.58567,-99.99666,2589,US,Ainsworth Muni,Ainsworth
KANY,37.1637,-98.07904,1340,US,Anthony Muni,Anthony
KAOC,43.60046,-113.34597,5332,US,Arco Butte Co,Arco
KAOH,40.70694,-84.03595,975,US,Lima Allen Co,Lima
KAOO,40.28873,-78.32314,1504,US,Altoona Blair Co,Martinsburg
KAOV,36.97557,-92.68616,1311,US,Ava Bill Martin Mem,Ava
KAPA,39.58414,-104.85147,5883,US,Centennial,Dove Valley
KAPC,38.22321,-122.27796,35,US,Napa Co,American Canyon
KAPF,26.14722,-81.78139,8,US,Naples Muni,Naples
