uid,name,manufacturer,type,bpr,pr,max_thrust,ei_hc_to,ei_hc_co,ei_hc_app,ei_hc_idl,ei_co_to,ei_co_co,ei_co_app,ei_co_idl,ei_nox_to,ei_nox_co,ei_nox_app,ei_nox_idl,ff_to,ff_co,ff_app,ff_idl,fuel_lto,fuel_c3,fuel_c2,fuel_c1,cruise_thrust,cruise_sfc,cruise_mach,cruise_alt
1KK001,NK-8-2U,KKBM,MTF,1.24,10.8,103000,0.45,0.55,5,103.8,5.5,6,21,116,13.9,12.9,5.4,2.7,1.75,1.17,0.58,0.24,742,5.16659,-7.01763,3.60348,,,,
1KK003,NK-86,KKBM,MTF,1.33,13.4,127530,0.5,0.6,1.2,52,3.9,4.2,9.3,54.4,12.8,12.1,5.1,2.7,2.4,1.6,0.58,0.21,779,5.1236,-6.00875,3.28606,,,,
1KK004,NK-86A,KKBM,MTF,1.13,13.2,130470,0.2,0.2,2.2,15.3,1.8,2.2,7.8,38,15.7,12.4,5.8,3.1,2.05,1.7,0.6,0.235,821,1.04378,-1.42207,2.43678,,,,
1KK005,NK-86MA,KKBM,MTF,1.13,13.2,130470,0.16,0.13,0.3,4.6,1.55,1.9,5.9,29.8,13,9.4,3.9,2.3,2.05,1.7,0.6,0.235,821,1.04378,-1.42207,2.43678,,,,
11PJ001,SaM146-1S17,PowerJet S.A.,MTF,4.44,21.85,69210,0.03,0.04,0.06,1.05,0.26,0.36,5.07,29.36,16.37,13.89,7.1,3.73,0.791,0.653,0.228,0.097,326,0.460576,-0.618266,0.95266,,,,
11PJ002,SaM146-1S18,PowerJet S.A.,MTF,4.38,22.8,72670,0.02,0.04,0.06,0.82,0.3,0.3,4.67,27.55,17.36,14.52,7.28,3.82,0.841,0.691,0.238,0.1,339.3,0.486158,-0.628845,0.987727,,,,
1PW035,JT15D-1,Pratt & Whitney Canada,TF,3.3,9.76,9790,0.01,0.01,4.43,50.5,2.65,3.5,40.5,132,7.6,6.77,3.44,1.75,0.148,0.124,0.051,0.023,71,0.142453,-0.230969,0.237408,,,,
1PW036,JT15D-4,Pratt & Whitney Canada,TF,2.68,10.1,11120,0.09,0.19,5.15,40,2.1,3.18,32,97,9.23,8.56,5.29,2.63,0.1697,0.143,0.059,0.0261,81,0.154098,-0.254805,0.271399,,,,
1PW037,"JT15D-5, -5A, -5B",Pratt & Whitney Canada,TF,2.1,12.3,12900,0,1.3,11.7,119.1,0,1.15,38.6,119.2,11.13,10.08,4.93,1.66,0.2054,0.1727,0.066,0.0296,93,0.147079,-0.23184,0.291392,,,,
1PW038,JT15D-5C,Pratt & Whitney Canada,TF,2.1,13.3,14190,0,0.67,16,96.67,2.52,4.18,49.24,124.6,9.93,9.79,5.23,1.08,0.2151,0.1802,0.0678,0.0276,92,0.133108,-0.204787,0.287785,,,,
1PW001,JT3D-3B,Pratt & Whitney,TF,1.4,13.6,80060,4,2,4,112,1.5,2.8,24.5,98,12.1,9.9,4.8,2.5,1.174,0.932,0.346,0.135,466,1.15051,-1.52978,1.55722,,,,
1PW002,JT3D-7,Pratt & Whitney,TF,1.4,13.4,84520,0.5,0.4,2.1,123,0.89,1.9,19.5,138.99,12.69,9.59,5.3,2.2,1.254,1.032,0.389,0.128,482,0.768657,-1.10217,1.59013,,,,
1PW008,JT8D-11,Pratt & Whitney,MTF,1.0,17.17,66720,0.4,0.45,1.4,10,1.2,1.9,9.4,35,18.9,14.6,5.8,2.75,1.121,0.9136,0.3339,0.1455,475,0.919612,-1.27567,1.48275,21129,0.0228,0.8,30000
1PW010,JT8D-15,Pratt & Whitney,MTF,1.03,16.81,68940,0.24,0.28,0.55,1.46,1.03,1.15,2.77,11,19.4,15.1,6.9,3.2,1.178,0.945,0.3402,0.1477,486,1.06489,-1.41206,1.5308,21885,0.0229,0.8,30000
1PW011,JT8D-15A,Pratt & Whitney,MTF,1.08,16.45,68940,0.25,0.33,0.65,1.86,1.08,1.2,2.9,12.93,18.1,13.9,6.6,3.1,1.115,0.8955,0.312,0.1372,454,0.919371,-1.17685,1.378,21885,0.0229,0.8,30000
1PW013,JT8D-17,Pratt & Whitney,MTF,1.02,17.01,71170,0.22,0.27,0.52,1.25,0.95,1.1,2.67,10.46,20.6,15.7,8,3.2,1.245,0.997,0.354,0.1474,499,1.06004,-1.37072,1.561,22863,0.0231,0.8,30000
1PW014,JT8D-17A,Pratt & Whitney,MTF,1.05,16.87,71170,0.25,0.3,0.64,6.6,1.07,1.16,2.88,12.46,19.1,14.3,6.7,3.2,1.173,0.9344,0.3304,0.1401,470,1.05198,-1.34814,1.47432,22863,0.0219,0.8,30000
1PW015,JT8D-17AR,Pratt & Whitney,MTF,0.96,17.28,77420,0.21,0.27,0.55,1.33,0.93,1.08,2.68,10.7,24.5,16,8,3.2,1.365,1.047,0.3574,0.1477,512,1.48826,-1.7647,1.64629,22863,0.0221,0.8,30000
1PW016,JT8D-17R,Pratt & Whitney,MTF,0.97,18.24,77420,0.21,0.27,0.53,0.95,0.95,1.03,2.54,9.43,25.3,17.6,8.4,3.3,1.417,1.103,0.3755,0.155,537,1.37403,-1.6359,1.68421,22863,0.0232,0.8,30000
1PW017,JT8D-209,Pratt & Whitney,MTF,1.8,18.3,85600,0.35,0.5,1.69,4.03,1.03,1.4,4.37,14.1,22.8,19,8.8,3.5,1.191,0.9828,0.3592,0.1303,469,0.691511,-0.969052,1.47234,21996,0.0205,0.8,35000
1PW018,JT8D-217,Pratt & Whitney,MTF,1.73,19.66,92740,0.28,0.43,1.6,3.33,0.8,1.23,4.17,12.27,25.7,20.6,9.1,3.7,1.32,1.078,0.3833,0.1372,504,0.778838,-1.0149,1.55997,23308,0.0213,0.8,35000
4PW069,JT8D-217A,Pratt & Whitney,MTF,1.73,19.66,92740,0,0,0,0,0.42,0.47,3.54,15.31,17.54,13.54,7.66,4.57,1.32,1.078,0.3833,0.1372,504,0.778838,-1.0149,1.55997,23308,0.0213,0.8,35000
4PW070,JT8D-217C,Pratt & Whitney,MTF,1.7,19.05,92740,0,0,0,0,0.42,0.49,3.79,17.89,16.49,13.02,7.65,4.05,1.282,1.045,0.363,0.137,493,0.751443,-0.946453,1.48152,23308,0.0208,0.8,35000
4PW071,JT8D-219,Pratt & Whitney,MTF,1.7,20.27,96520,0,0,0,0,0.42,0.46,3.57,17.19,18.72,13.73,7.65,4.16,1.354,1.085,0.3817,0.1344,501,0.959207,-1.18603,1.58429,23353,0.0209,0.8,35000
8PW085,JT8D-7,Pratt & Whitney,MTF,1.05,15.82,62270,0.25,0.25,0.4,3.8,0.9,1.1,2.2,14.3,17.2,14,6.3,3.15,0.9892,0.8113,0.2861,0.1291,419,0.700003,-0.948595,1.24335,18993,0.0225,0.8,30000
1PW007,JT8D-9,Pratt & Whitney,MTF,1.04,15.88,64500,0.15,0.18,0.6,3.12,1.04,1.11,2.14,14.14,19.3,14.5,6,2.9,1.04,0.8453,0.2977,0.1323,433,0.794833,-1.05344,1.3041,20194,0.0227,0.8,30000
1PW032,JT9D-20J,Pratt & Whitney,TF,5.1,23.5,222400,0,0,0.5,24.5,0.9,0.9,5.5,66.7,44.9,34.9,9.4,3.3,2.315,1.902,0.679,0.238,883,1.24161,-1.64572,2.72567,47506,0.0177,0.85,35000
1PW033,JT9D-59A,Pratt & Whitney,TF,4.9,24.5,235800,0.2,0.2,0.3,12,0.2,0.2,1.7,53,31.6,25.6,7.8,3,2.4419,1.9996,0.6804,0.237,900,1.0963,-1.28841,2.64096,53156,0.0179,0.85,35000
1PW034,JT9D-70A,Pratt & Whitney,TF,4.9,24.5,235800,0.2,0.2,0.3,12,0.2,0.2,1.7,53,31.6,25.6,7.8,3,2.4419,1.9996,0.6804,0.237,900,1.0963,-1.28841,2.64096,53156,0.0179,0.85,35000
1PW023,JT9D-7F,Pratt & Whitney,TF,5.1,22.8,213500,0,0,0.6,25.9,0.9,0.9,5.8,68.6,41.7,31.5,9.1,3.2,2.161,1.779,0.624,0.232,837,1.11866,-1.45984,2.50973,49152,0.0179,0.85,35000
1PW024,JT9D-7J,Pratt & Whitney,TF,5.1,23.5,222400,0,0,0.5,24.5,0.9,0.9,5.5,66.7,44.9,34.9,9.4,3.3,2.315,1.902,0.679,0.238,883,1.24161,-1.64572,2.72567,49152,0.0179,0.85,35000
1PW025,JT9D-7Q,Pratt & Whitney,TF,4.9,24.5,235750,0.2,0.2,0.3,12,0.2,0.2,1.7,53,31.6,25.6,7.8,3,2.4419,1.9996,0.6804,0.237,900,1.0963,-1.28841,2.64096,53156,0.0179,0.85,35000
1PW026,"JT9D-7R4D, -7R4D1",Pratt & Whitney,TF,5.0,23.4,213500,0.15,0.12,0.13,1.25,0.51,0.48,1.36,8.84,38.5,30,9.8,4.1,2.055,1.678,0.6593,0.2054,810,1.52983,-2.23563,2.76348,,,,
1PW027,"JT9D-7R4E, -7R4E1",Pratt & Whitney,TF,5.0,24.2,222400,0.16,0.13,0.13,1.11,0.57,0.53,1.23,8.27,41.6,34.2,10.4,4.1,2.118,1.724,0.6529,0.221,818,1.55043,-2.1737,2.74592,,,,
1PW028,"JT9D-7R4E4, -E1",Pratt & Whitney,TF,5.0,24.2,222410,0.15,0.13,0.22,3.35,0.67,0.67,1.46,16,36.9,29.7,8.5,3.5,2.218,1.829,0.64,0.2205,832,0.993462,-1.26933,2.50001,,,,
1PW029,JT9D-7R4G2,Pratt & Whitney,TF,4.8,26.3,243500,0.15,0.14,0.18,1.55,0.74,0.63,1.4,11.82,41.3,29.5,8.8,3.8,2.429,1.88,0.659,0.2239,858,2.31716,-2.74958,2.86572,54490,0.0181,0.85,35000
1PW030,JT9D-7R4H1,Pratt & Whitney,TF,4.8,26.7,249100,0.15,0.14,0.18,1.48,0.74,0.63,1.39,11.63,45.2,30,8.9,3.8,2.512,1.999,0.7227,0.2454,926,2.01942,-2.56105,3.05879,54490,0.0178,0.85,35000
19PW127,PW814GA,Pratt & Whitney Canada,TF,5.66,33.87,68630,0,0,0.02,0.05,0,0,1.76,13.88,23.26,17.94,11.46,6.25,0.667,0.549,0.194,0.07,256.2,0.344444,-0.452727,0.777398,,,,
19PW128,PW815GA,Pratt & Whitney Canada,TF,5.6,35,71220,0,0,0.02,0.05,0,0,1.5,13.4,24.88,18.89,11.47,6.41,0.699,0.573,0.201,0.071,264,0.362592,-0.462741,0.801189,,,,
18PW117,PW1122G-JM,Pratt & Whitney,TF,12.72,28.78,107820,0.1,0.1,0.02,0.55,0.26,0.38,6.39,29.78,16.47,13.85,8.92,4.72,0.71,0.6,0.21,0.08,284,0.220774,-0.320085,0.812257,,,,
18PW118,PW1124G1-JM,Pratt & Whitney,TF,12.72,28.78,107820,0.1,0.1,0.02,0.55,0.26,0.38,6.39,29.78,16.47,13.85,8.92,4.72,0.71,0.6,0.21,0.08,284,0.220774,-0.320085,0.812257,,,,
18PW119,PW1124G-JM,Pratt & Whitney,TF,12.72,28.78,107820,0.1,0.1,0.02,0.55,0.26,0.38,6.39,29.78,16.47,13.85,8.92,4.72,0.71,0.6,0.21,0.08,284,0.220774,-0.320085,0.812257,,,,
18PW120,PW1127G1-JM,Pratt & Whitney,TF,12.28,31.66,120430,0.02,0.04,0.02,0.43,0.22,0.3,5.36,27.93,18.82,15.3,9.07,4.84,0.8,0.67,0.2322,0.08,303,0.236345,-0.308912,0.874981,,,,
18PW121,PW1127GA-JM,Pratt & Whitney,TF,12.28,31.66,120430,0.02,0.04,0.02,0.43,0.22,0.3,5.36,27.93,18.82,15.3,9.07,4.84,0.8,0.67,0.2322,0.08,303,0.236345,-0.308912,0.874981,,,,
18PW122,PW1127G-JM,Pratt & Whitney,TF,12.28,31.66,120430,0.02,0.04,0.02,0.43,0.22,0.3,5.36,27.93,18.82,15.3,9.07,4.84,0.8,0.67,0.2322,0.08,303,0.236345,-0.308912,0.874981,,,,
18PW123,PW1129G-JM,Pratt & Whitney,TF,12.0,34.02,130080,0.02,0.04,0.02,0.36,0.21,0.25,4.58,26.52,20.98,16.84,9.19,4.98,0.88,0.73,0.2546,0.08,318,0.294462,-0.366712,0.954034,,,,
18PW124,PW1130G-JM,Pratt & Whitney,TF,11.58,38.07,147280,0.02,0.05,0.02,0.26,0.23,0.22,3.44,24.06,25.46,19.84,9.4,5.31,1.023,0.8385,0.27834,0.0988,375,0.406658,-0.443463,1.06297,,,,
18PW125,PW1133GA-JM,Pratt & Whitney,TF,11.58,38.07,147280,0.02,0.05,0.02,0.26,0.23,0.22,3.44,24.06,25.46,19.84,9.4,5.31,1.023,0.8385,0.27834,0.0988,375,0.406658,-0.443463,1.06297,,,,
18PW126,PW1133G-JM,Pratt & Whitney,TF,11.58,38.07,147280,0.02,0.05,0.02,0.26,0.23,0.22,3.44,24.06,25.46,19.84,9.4,5.31,1.023,0.8385,0.27834,0.0988,375,0.406658,-0.443463,1.06297,,,,
21PW139,PW1215G,Pratt & Whitney,TF,8.6,29.36,67660,0.03,0.02,0.02,0.02,0.4,0.4,3,16,20,15.8,8.3,4.8,0.551,0.461,0.166,0.065,224.7,0.267423,-0.388653,0.674573,,,,
21PW140,PW1217G,Pratt & Whitney,TF,8.33,32.65,75720,0.04,0.02,0.01,0.01,0.3,0.4,2.5,14.2,25.3,18.6,8.6,5.1,0.634,0.524,0.184,0.069,247.8,0.31287,-0.414281,0.737717,,,,
20PW129,PW1525G,Pratt & Whitney,TF,11.05,38.67,108530,0,0,0.1,0.1,0,0,1.8,16.7,26,20.5,10.4,6,0.79,0.65,0.23,0.08,292.2,0.393829,-0.514218,0.912602,,,,
20PW130,PW1524G,Pratt & Whitney,TF,11.05,38.67,108530,0,0,0.1,0.1,0,0,1.8,16.7,26,20.5,10.4,6,0.79,0.65,0.23,0.08,292.2,0.393829,-0.514218,0.912602,,,,
20PW131,PW1521G,Pratt & Whitney,TF,11.37,35.11,97720,0,0,0.1,0.1,0,0,2.5,19.3,22.1,18.1,10.1,5.6,0.69,0.58,0.21,0.07,265.3,0.239767,-0.355122,0.807168,,,,
20PW132,PW1521GA,Pratt & Whitney,TF,11.37,35.11,97720,0,0,0.1,0.1,0,0,2.5,19.3,22.1,18.1,10.1,5.6,0.69,0.58,0.21,0.07,265.3,0.239767,-0.355122,0.807168,,,,
20PW133,PW1519G,Pratt & Whitney,TF,11.64,32.28,87960,0,0,0.1,0.2,0,0,3.3,21.4,19.6,16.6,9.8,5.3,0.62,0.52,0.19,0.07,245.6,0.283313,-0.423174,0.762089,,,,
20PW134,PW1919G,Pratt & Whitney,TF,11.6,33.27,92790,0,0,0.1,0.2,0,0,3.3,22.2,20,16.7,9.8,5.2,0.65,0.54,0.2,0.07,251.7,0.346722,-0.50467,0.809821,,,,
20PW135,PW1921G,Pratt & Whitney,TF,11.36,35.76,100300,0,0,0.1,0.1,0,0,2.7,19.8,22.2,18.1,10,5.5,0.71,0.59,0.21,0.07,270.4,0.286003,-0.386264,0.812049,,,,
20PW136,PW1922G,Pratt & Whitney,TF,11.16,37.74,105930,0,0,0.1,0.1,0,0,2.3,18.4,24.2,19.3,10.2,5.7,0.76,0.63,0.22,0.07,284.9,0.26666,-0.334492,0.829445,,,,
20PW137,PW1923G-A,Pratt & Whitney,TF,11.16,37.74,105930,0,0,0.1,0.1,0,0,2.3,18.4,24.2,19.3,10.2,5.7,0.76,0.63,0.22,0.07,284.9,0.26666,-0.334492,0.829445,,,,
20PW138,PW1923G,Pratt & Whitney,TF,11.16,37.74,105930,0,0,0.1,0.1,0,0,2.3,18.4,24.2,19.3,10.2,5.7,0.76,0.63,0.22,0.07,284.9,0.26666,-0.334492,0.829445,,,,
4PW072,PW2037,Pratt & Whitney,TF,5.71,26.7,166350,0.02,0.02,0.11,1.92,0.33,0.34,1.95,22.36,29.41,23.96,9.77,4.1,1.571,1.307,0.458,0.152,586,0.555796,-0.723369,1.74256,28913,0.0165,0.85,35000
4PW073,PW2040,Pratt & Whitney,TF,5.54,29.4,182020,0.01,0.02,0.1,1.65,0.32,0.41,1.42,19.95,35.04,26.62,10.49,4.37,1.752,1.445,0.496,0.159,631,0.628656,-0.737571,1.86473,28913,0.0165,0.85,35000
7PW077,PW306A,Pratt & Whitney Canada,MTF,4.5,20,26870,0,0,0,4.36,2.27,2.51,7.11,36.35,20.08,19.26,11.87,4.26,0.3171,0.2641,0.0974,0.0422,137,0.210935,-0.312403,0.420271,,,,
7PW078,PW306B,Pratt & Whitney Canada,MTF,4.5,20,26910,0,0,0,4.36,2.27,2.51,7.11,36.35,20.08,19.26,11.87,4.26,0.3171,0.2641,0.0974,0.0422,137,0.210935,-0.312403,0.420271,,,,
16PW114,PW307A,Pratt & Whitney Canada,MTF,4.2,20.21,28490,0,0,0,1.99,0.27,0.23,3.23,36.92,18.28,15.58,8.77,2.86,0.327,0.272,0.102,0.044,143,0.23418,-0.350813,0.445363,,,,
15PW109,PW307D,Pratt & Whitney Canada,MTF,4.2,21.44,29910,0,0,0,0.75,0,0.02,2.57,26.75,20.61,15.44,7.85,4.32,0.3545,0.2769,0.1115,0.0462,150,0.481558,-0.671884,0.546153,,,,
7PW079,PW308A,Pratt & Whitney Canada,MTF,4.1,20.4,30710,0,0,0.02,6.62,0.83,1.06,4.08,38.21,16.74,14.06,8.03,3.65,0.3604,0.2991,0.1235,0.0445,154,0.306314,-0.488269,0.543401,,,,
14PW103,PW308C,Pratt & Whitney Canada,MTF,4.1,21.07,31150,0,0,0,0.39,0.5,0.57,4.18,37.05,19.1,14.96,6.8,3.53,0.37,0.307,0.116,0.049,160,0.273302,-0.408713,0.507253,,,,
1PW042,PW4056,Pratt & Whitney,TF,4.7,29.3,249100,0.06,0.01,0.13,1.92,0.44,0.57,2,21.86,28.1,22.9,11.6,4.8,2.342,1.93,0.658,0.208,836,0.80276,-0.909003,2.45308,,,,
2PW060,PW4074,Pratt & Whitney,TF,6.8,32.2,333200,0.1,0.1,0.2,3.2,0.1,0.1,0.4,21,38.1,31.5,11,4.2,2.899,2.368,0.795,0.228,981,0.962711,-0.953161,2.89302,,,,
3PW063,PW4074D,Pratt & Whitney,TF,6.7,31.76,333200,0.03,0.05,0.08,5.07,0.23,0.25,0.64,34.34,42.35,34.48,11.88,3.81,2.949,2.416,0.81,0.239,1010,0.939588,-0.936409,2.95022,,,,
2PW061,PW4077,Pratt & Whitney,TF,6.7,33.2,343000,0.1,0.1,0.2,3,0.1,0.1,0.4,20.2,39.8,32.5,11.3,4.2,3.019,2.452,0.816,0.232,1008,1.07901,-1.0304,2.97379,,,,
10PW097,PW4077D,Pratt & Whitney,TF,6.6,33.3,355700,0.02,0.02,0.04,2.82,0.29,0.34,0.86,24.8,44.68,34.05,11.63,3.81,3.172,2.562,0.892,0.31,1169.1,1.94291,-2.37316,3.61041,,,,
8PW089,PW4084,Pratt & Whitney,TF,6.4,36.2,369600,0.1,0.1,0.2,2.7,0.1,0.1,0.4,18.73,45,35.5,12,4.4,3.411,2.689,0.875,0.242,1086,1.86559,-1.75515,3.30281,,,,
10PW098,PW4084D,Pratt & Whitney,TF,6.2,36.3,385900,0.02,0.02,0.04,2.16,0.28,0.32,0.66,21.12,51.39,37.78,12.27,3.99,3.557,2.809,0.954,0.322,1251.3,2.56948,-2.91981,3.91467,,,,
10PW099,PW4090,Pratt & Whitney,TF,6.0,38.9,408300,0.02,0.02,0.04,0.69,0.27,0.31,0.55,11.94,57.52,41.17,12.74,4.48,3.926,2.996,0.979,0.338,1322.6,3.63868,-3.90291,4.19764,,,,
1PW045,PW4152,Pratt & Whitney,TF,4.9,26.9,231270,0.03,0.01,0.13,2.24,0.5,0.62,2.29,23.67,25.3,21.1,11.1,4.8,2.129,1.783,0.613,0.203,789,0.537397,-0.667642,2.26493,,,,
1PW047,PW4156,Pratt & Whitney,TF,4.7,29.3,249100,0.06,0.01,0.13,1.92,0.44,0.57,2,21.86,28.1,22.9,11.6,4.8,2.342,1.93,0.658,0.208,836,0.80276,-0.909003,2.45308,,,,
1PW048,PW4158,Pratt & Whitney,TF,4.6,30.7,258000,0.09,0.02,0.14,1.78,0.4,0.54,1.88,20.99,30.2,23.7,11.8,4.8,2.481,2.004,0.682,0.211,862,1.2257,-1.36169,2.62103,,,,
7PW081,PW4164,Pratt & Whitney,TF,5.2,30.1,284680,0,0,0,0.37,0.19,0.18,2.84,17.73,23.87,18.66,11.88,4.99,2.668,2.2,0.766,0.24,961,1.01259,-1.23524,2.89579,,,,
9PW092,PW4164-1D,Pratt & Whitney,TF,5.06,31.3,286900,0,0,0.06,1.44,0.16,0.17,1.55,17.13,26.31,20.97,12.1,3.79,2.721,2.239,0.775,0.243,975,1.04571,-1.24701,2.92754,,,,
5PW075,PW4168,Pratt & Whitney,TF,5.1,31.84,302500,0,0,0,0.2,0.1,0.2,2.4,15.9,26.9,20.2,12.1,5.2,2.884,2.363,0.809,0.25,1017,1.11803,-1.26859,3.03971,,,,
9PW093,PW4168-1D,Pratt & Whitney,TF,4.92,33.1,305100,0,0,0.05,0.95,0.17,0.18,1.26,14.78,30.15,22.31,12.39,4.08,2.937,2.398,0.818,0.252,1029,1.19636,-1.3363,3.08202,,,,
7PW082,PW4168A,Pratt & Whitney,TF,5.1,31.84,302500,0,0,0,0.2,0.1,0.2,2.4,15.9,26.9,20.2,12.1,5.2,2.884,2.363,0.809,0.25,1017,1.11803,-1.26859,3.03971,,,,
9PW094,PW4168A-1D,Pratt & Whitney,TF,4.92,33.1,305100,0,0,0.05,0.95,0.17,0.18,1.26,14.78,30.15,22.31,12.39,4.08,2.937,2.398,0.818,0.252,1029,1.19636,-1.3363,3.08202,,,,
12PW101,PW4060,Pratt & Whitney,TF,4.7,29.7,266900,0.08,0.06,0.1,11.63,0.58,0.49,2.04,44.46,31.74,25.03,11.91,3.72,2.567,2.036,0.696,0.206,865,1.61649,-1.79112,2.74427,,,,
12PW102,PW4062,Pratt & Whitney,TF,4.6,31,275800,0.08,0.07,0.09,10.86,0.61,0.5,1.93,42.61,34.36,25.98,12.17,3.78,2.725,2.125,0.718,0.21,894,2.00708,-2.16939,2.88943,,,,
9PW095,PW4170,Pratt & Whitney,TF,4.86,33.8,311400,0,0,0.05,0.83,0.18,0.18,1.17,14.04,31.4,22.84,12.49,4.18,3.019,2.45,0.833,0.255,1048,1.35099,-1.48809,3.16095,,,,
1PW051,PW4256,Pratt & Whitney,TF,4.7,29.3,252400,0.11,0.17,0.25,0.66,0.08,0.14,0.9,11.6,32.5,24.6,11.6,5,2.449,1.981,0.647,0.188,813,0.890447,-0.791566,2.35333,,,,
1PW052,PW4460,Pratt & Whitney,TF,4.5,32.4,266900,0.1,0.03,0.14,1.66,0.37,0.51,1.78,20.32,32.8,24.7,12,4.9,2.647,2.085,0.703,0.213,887,1.77097,-1.91837,2.79751,,,,
1PW053,PW4x50,Pratt & Whitney,TF,5.0,25.39,222400,0.09,0.1,0.19,6.8,0.53,0.62,2.33,36.91,25.69,21.77,11.13,3.69,2.027,1.683,0.579,0.193,747,0.67081,-0.818437,2.17991,,,,
1PW054,PW4x52,Pratt & Whitney,TF,5.0,26.32,231300,0.08,0.1,0.17,6.02,0.52,0.6,2.15,34.54,27.02,22.54,11.41,3.77,2.127,1.757,0.6,0.198,774,0.747251,-0.874352,2.25935,,,,
1PW055,PW4x56,Pratt & Whitney,TF,4.8,28.37,249100,0.08,0.09,0.16,4.75,0.48,0.56,1.89,29.96,30.44,24.24,11.97,3.93,2.351,1.912,0.643,0.208,830,1.02597,-1.11746,2.44749,,,,
1PW056,PW4x58,Pratt & Whitney,TF,4.8,29.49,258000,0.08,0.09,0.15,4.29,0.44,0.53,1.82,28.08,32.51,25.22,12.25,3.99,2.482,1.993,0.665,0.213,859,1.28957,-1.37309,2.57023,,,,
5PW074,PW4X58,Pratt & Whitney,TF,4.8,28.41,258000,0,0,0,1.7,0.2,0.3,3.8,24.3,22.5,18,11.1,4.3,2.496,1.999,0.663,0.212,859,1.31675,-1.37811,2.56202,,,,
1PW058,PW4x62,Pratt & Whitney,TF,4.4,33.4,275800,0.1,0.06,0.14,1.53,0.35,0.49,1.69,19.51,36.3,25.7,12.2,4.9,2.858,2.161,0.725,0.217,918,2.79359,-3.02859,3.09471,,,,
7PW083,PW6122A,Pratt & Whitney,MTF,4.8,25.7,98310,0,0.001,0.001,0.006,0.74,0.72,3.99,24.68,17.04,13.4,5.95,3.08,1.047,0.86,0.304,0.109,401,0.554874,-0.725029,1.22038,,,,
7PW084,PW6124A,Pratt & Whitney,MTF,4.8,28,105870,0,0.002,0.001,0.002,0.68,0.81,3.69,25.19,21.03,15.85,6.88,3.58,1.169,0.939,0.325,0.114,429,0.759568,-0.913846,1.32631,,,,
1RR003,RB211-22B,Rolls-Royce plc,TF,4.7,25,182500,0.15,0.25,5.96,67.75,0.78,1.68,20.65,88.99,37.33,26.89,8.18,2.86,1.877,1.546,0.566,0.225,770,1.25169,-1.76646,2.39958,,,,
1RR005,RB211-524B,Rolls-Royce plc,TF,4.5,28.4,218500,0.39,0.26,0.7,1.95,0.7,0.33,1.56,12.39,52.3,38.2,9.8,4.2,2.21,1.79,0.63,0.24,855,1.49221,-1.90687,2.63238,,,,
1RR006,RB211-524C2,Rolls-Royce plc,TF,4.5,29.1,224800,0,0.22,4.42,54.2,0.66,1.63,18.9,81,41.9,32.3,10.4,3.37,2.48,2.02,0.74,0.3,1016,1.91761,-2.64164,3.21447,,,,
1RR008,RB211-524D4,Rolls-Royce plc,TF,4.3,30.22,231300,0.59,0.26,0.7,1.41,1.24,0.34,1.56,9.3,59.35,43.01,10.63,4.41,2.34,1.91,0.65,0.26,912,1.32793,-1.63547,2.6573,,,,
1RR010,RB211-524G,Rolls-Royce plc,MTF,4.25,32.1,253000,0.39,0.27,0.37,0.89,0.59,0.43,1.01,13.74,58.71,40.54,9.56,4.63,2.62,2.08,0.7,0.26,958,1.88101,-2.16317,2.91008,,,,
4RR036,RB211-524G-T,Rolls-Royce plc,MTF,4.25,32.1,253000,0,0.03,0,3.95,0.16,0.14,1.17,28.82,28.43,21.8,9.68,4,2.62,2.1,0.74,0.26,970,1.85723,-2.3023,3.07172,,,,
1RR011,RB211-524H,Rolls-Royce plc,MTF,4.2,34,264400,0.34,0.33,0.36,0.74,0.87,0.38,0.99,11.75,65.84,46.31,10.26,4.78,2.73,2.17,0.71,0.26,977,1.7424,-1.876,2.87168,,,,
4RR037,RB211-524H-T,Rolls-Royce plc,MTF,4.2,34,264000,0,0.02,0,3.31,0.18,0.14,1.05,26.17,31.19,23.19,9.91,4.16,2.81,2.22,0.77,0.26,1001,2.14965,-2.53808,3.2041,,,,
1RR012,RB211-535C,Rolls-Royce plc,TF,4.5,21.5,163300,0.25,0.14,0.44,1.44,0.7,0.27,0.48,18.79,33.71,24.89,6.37,3.44,1.8,1.47,0.54,0.2,711,1.24576,-1.71336,2.27344,,,,
5RR038,RB211-535E4,Rolls-Royce plc,MTF,4.1,26,178400,0.03,0,0.04,0.27,0.26,0.29,2.72,20.33,22.31,17.56,8.38,4.4,1.85,1.5,0.52,0.18,681,1.05223,-1.27857,2.08115,,,,
5RR039,RB211-535E4B,Rolls-Royce plc,MTF,4.1,27.9,191700,0.07,0,0.05,0.14,0.33,0.26,2.43,18.24,25.88,19.3,8.65,4.58,2.07,1.64,0.55,0.19,732,1.41327,-1.5771,2.23867,,,,
4RR035,Spey 555,Rolls-Royce plc,MTF,1.0,15.9,44000,0.15,0.22,0.33,3.41,1.54,2.08,5.78,31.16,17.33,13.06,5.05,2.23,0.735,0.593,0.221,0.0964,313,0.699068,-0.969394,1.00895,,,,
8RR043,SPEY Mk511,Rolls-Royce plc,MTF,0.64,19.9,50700,0.98,1.32,7.23,56.73,1.81,2.06,20.3,97.96,23.27,19.18,7.94,1.48,0.889,0.726,0.279,0.119,386,0.816432,-1.18902,1.26589,,,,
